ImageNumber, timeStamp,centerDistance,relativeHeading,Tile
autobot04_1574103167_988122940.jpg,1574103167.988123,-0.1765889794334894,-0.060045338741932,curve_left
autobot04_1574103168_23967981.jpg,1574103168.023968,-0.18340633537679824,-0.03296896873185098,curve_left
autobot04_1574103168_55785894.jpg,1574103168.055786,-0.18531234274051717,-0.02427277465265703,curve_left
autobot04_1574103168_94933032.jpg,1574103168.094933,-0.19126840231261272,0.010534393385008816,curve_left
autobot04_1574103168_132270097.jpg,1574103168.13227,-0.19307337187248313,0.02307473602496342,curve_left
autobot04_1574103168_159133911.jpg,1574103168.159134,-0.1957438970860388,0.057514235986195074,curve_left
autobot04_1574103168_195260047.jpg,1574103168.19526,-0.19645195997574222,0.0708329187352964,curve_left
autobot04_1574103168_234062910.jpg,1574103168.234063,-0.198096809087982,0.11044883768100815,curve_left
autobot04_1574103168_261308908.jpg,1574103168.261309,-0.198249138008982,0.12069564457929333,curve_left
autobot04_1574103168_297431945.jpg,1574103168.297432,-0.20034263641755376,0.1732617033141889,curve_left
autobot04_1574103168_324146032.jpg,1574103168.324146,-0.20062607061505797,0.18713053415391637,curve_left
autobot04_1574103168_360646009.jpg,1574103168.360646,-0.20043490005650916,0.2543919489593219,curve_left
autobot04_1574103168_390065908.jpg,1574103168.390066,-0.20005313660101784,0.2739585293257469,curve_left
autobot04_1574103168_421993970.jpg,1574103168.421994,-0.19918516842647868,0.3522672325348595,curve_left
autobot04_1574103168_466176033.jpg,1574103168.466176,-0.19844438634337278,0.3880171922896978,curve_left
autobot04_1574103168_491439104.jpg,1574103168.491439,-0.19528707429482697,0.46496285491114053,curve_left
autobot04_1574103168_523725032.jpg,1574103168.523725,-0.19386249559493662,0.49207002952092793,curve_left
autobot04_1574103168_556519031.jpg,1574103168.556519,-0.18625134588897044,0.5817903358638188,curve_left
autobot04_1574103168_587534904.jpg,1574103168.587535,-0.1835358329411146,0.6100976593228068,curve_left
autobot04_1574103168_628959894.jpg,1574103168.62896,-0.17519702711525612,0.7103003024203793,curve_left
autobot04_1574103168_666920900.jpg,1574103168.666921,-0.16288552914062943,0.7752783648864774,curve_left
autobot04_1574103168_688957929.jpg,1574103168.688958,-0.15980487136523255,0.7851510632516326,curve_left
autobot04_1574103168_717370986.jpg,1574103168.717371,-0.155790695764634,0.7979151234640781,curve_left
autobot04_1574103168_750607013.jpg,1574103168.750607,-0.13890316925169047,0.8120341652516271,curve_left
autobot04_1574103168_784116029.jpg,1574103168.784116,-0.13304621499620906,0.8147546950754909,curve_left
autobot04_1574103168_817164897.jpg,1574103168.817165,-0.11216308842688527,0.8175880433408822,curve_left
autobot04_1574103168_853844881.jpg,1574103168.853845,-0.10423952822347465,0.8181267677045603,curve_left
autobot04_1574103168_885097026.jpg,1574103168.885097,-0.08288483562621757,0.7941889694947061,curve_left
autobot04_1574103168_916986942.jpg,1574103168.916987,-0.0760340083906936,0.7848684719069341,curve_left
autobot04_1574103168_950747966.jpg,1574103168.950748,-0.05309256780841802,0.7138403518174542,curve_left
autobot04_1574103168_983956098.jpg,1574103168.983956,-0.045750492606565676,0.6871042348757369,curve_left
autobot04_1574103169_18544912.jpg,1574103169.018545,-0.021785407830493465,0.5974663830149561,curve_left
autobot04_1574103169_52237033.jpg,1574103169.052237,-0.01414832325695485,0.5664042081451854,curve_left
autobot04_1574103169_84672927.jpg,1574103169.084673,0.010930172296897286,0.4804188039640272,curve_left
autobot04_1574103169_118329048.jpg,1574103169.118329,0.019081861197718687,0.4506301940707975,curve_left
autobot04_1574103169_180085897.jpg,1574103169.180086,0.04310767437662491,0.39546425079595504,curve_left
autobot04_1574103169_199973106.jpg,1574103169.199973,0.0465713995977804,0.38788623569480407,curve_left
autobot04_1574103169_223982095.jpg,1574103169.223982,0.05885633688626621,0.345376562312494,curve_left
autobot04_1574103169_255687952.jpg,1574103169.255688,0.06287981109037905,0.33016507957086366,curve_left
autobot04_1574103169_289542913.jpg,1574103169.289543,0.07326884246373618,0.2781809552305659,curve_left
autobot04_1574103169_318135023.jpg,1574103169.318135,0.07586521397814591,0.26301258545614276,curve_left
autobot04_1574103169_355206966.jpg,1574103169.355207,0.08467094743810613,0.20847117293942946,curve_left
autobot04_1574103169_384504079.jpg,1574103169.384504,0.08685966033314262,0.19289618125138328,curve_left
autobot04_1574103169_423719882.jpg,1574103169.42372,0.09365706537662516,0.09590822402596373,curve_left
autobot04_1574103169_457899093.jpg,1574103169.457899,0.095077644731997,0.06211190848347259,curve_left
autobot04_1574103169_485712051.jpg,1574103169.485712,0.10084001265885686,-0.0769057032510803,curve_left
autobot04_1574103169_520644903.jpg,1574103169.520645,0.10169516787227188,-0.13035822994339613,curve_left
autobot04_1574103169_555695056.jpg,1574103169.555695,0.10173517679613155,-0.2751939696488746,curve_left
autobot04_1574103169_587172985.jpg,1574103169.587173,0.10086360603540759,-0.3194106389485869,curve_left
autobot04_1574103169_619601964.jpg,1574103169.619602,0.09084912785502161,-0.4640778345265775,curve_left
autobot04_1574103169_670810937.jpg,1574103169.670811,0.07080057094727617,-0.6252794751399202,curve_left
autobot04_1574103169_707830905.jpg,1574103169.707831,0.06316092411019592,-0.6731091759202823,curve_left
autobot04_1574103169_718894004.jpg,1574103169.718894,0.06079561593728136,-0.6872584158748745,curve_left
autobot04_1574103169_750056028.jpg,1574103169.750056,0.036715697912424405,-0.7245909980466381,curve_left
autobot04_1574103169_783189058.jpg,1574103169.783189,0.028349018825005706,-0.7318456837005266,curve_left
autobot04_1574103169_817660093.jpg,1574103169.81766,0.00485422574095587,-0.7135295599100445,curve_right
autobot04_1574103169_853681087.jpg,1574103169.853681,-0.0032272716408091873,-0.68806688644086,curve_right
autobot04_1574103169_887922048.jpg,1574103169.887922,-0.02541106095541429,-0.5980585318486685,curve_right
autobot04_1574103169_919348001.jpg,1574103169.919348,-0.031862225384982346,-0.5662799365658646,curve_right
autobot04_1574103169_957585096.jpg,1574103169.957585,-0.04777517181016494,-0.5052797846421596,curve_right
autobot04_1574103169_983814954.jpg,1574103169.983815,-0.051314003582099255,-0.49026151526550704,curve_right
autobot04_1574103170_18033981.jpg,1574103170.018034,-0.06224918558349812,-0.41693053101293553,curve_right
autobot04_1574103170_49823045.jpg,1574103170.049823,-0.06505557652728428,-0.39114147171007335,curve_right
autobot04_1574103170_84872961.jpg,1574103170.084873,-0.06724809505352769,-0.2718885722673169,curve_right
autobot04_1574103170_116673946.jpg,1574103170.116674,-0.0660653306602646,-0.23272379572536958,curve_right
autobot04_1574103170_153305053.jpg,1574103170.153305,-0.064344596435645,-0.14690903390857812,curve_right
autobot04_1574103170_185305118.jpg,1574103170.185305,-0.06348542232860765,-0.12303380744486316,curve_right
autobot04_1574103170_216201066.jpg,1574103170.216201,-0.06233875345214013,-0.020408441716469095,curve_right
autobot04_1574103170_251128911.jpg,1574103170.251129,-0.061162938474341455,0.017806154260680825,curve_right
autobot04_1574103170_285180091.jpg,1574103170.28518,-0.05559836559007644,0.18506055764887894,curve_right
autobot04_1574103170_316222906.jpg,1574103170.316223,-0.05271292699558108,0.2038551347119188,curve_left
autobot04_1574103170_351262092.jpg,1574103170.351262,-0.05612943645751858,0.13485603380605019,curve_left
autobot04_1574103170_383496999.jpg,1574103170.383497,-0.05836315353273169,0.11442590037797509,curve_left
autobot04_1574103170_416503906.jpg,1574103170.416504,-0.05735909461147534,0.05051629178011625,curve_left
autobot04_1574103170_451531887.jpg,1574103170.451532,-0.05686925045096111,0.02792449732884942,curve_left
autobot04_1574103170_484570980.jpg,1574103170.484571,-0.055736190794827334,-0.03650779804562158,curve_left
autobot04_1574103170_517890930.jpg,1574103170.517891,-0.055739797738439456,-0.058089865616773304,curve_left
autobot04_1574103170_549681901.jpg,1574103170.549682,-0.06008809656196688,-0.060259289983990584,curve_left
autobot04_1574103170_582725048.jpg,1574103170.582725,-0.0617284246685251,-0.05710113290107758,curve_left
autobot04_1574103170_617264986.jpg,1574103170.617265,-0.06560234711931041,-0.048414228928421336,curve_left
autobot04_1574103170_652735948.jpg,1574103170.652736,-0.06682126850440796,-0.04541059073982392,curve_left
autobot04_1574103170_688843965.jpg,1574103170.688844,-0.06901114659355108,-0.03947854175890592,curve_left
autobot04_1574103170_716135978.jpg,1574103170.716136,-0.06951048010518118,-0.038003056090216904,curve_left
autobot04_1574103170_750478029.jpg,1574103170.750478,-0.07273904339182935,-0.028915541338499776,curve_left
autobot04_1574103170_782852888.jpg,1574103170.782853,-0.0738049670068493,-0.025738459463801884,curve_left
autobot04_1574103170_816210985.jpg,1574103170.816211,-0.07789360016136504,-0.013711168624780085,curve_left
autobot04_1574103170_850708007.jpg,1574103170.850708,-0.07927944700338366,-0.009374395863750766,curve_left
autobot04_1574103170_884548902.jpg,1574103170.884549,-0.08178016877183777,0.0031526473605046875,curve_left
autobot04_1574103170_915889978.jpg,1574103170.91589,-0.08239856282053361,0.007070133059788696,curve_left
autobot04_1574103170_949469089.jpg,1574103170.949469,-0.08270125119739334,0.016813089297326313,curve_left
autobot04_1574103170_982669115.jpg,1574103170.982669,-0.08262699705038676,0.019843451076720406,curve_left
autobot04_1574103171_17586946.jpg,1574103171.017587,-0.08533609848789092,0.024162394829491653,curve_left
autobot04_1574103171_49041986.jpg,1574103171.049042,-0.0863402480420522,0.025222740617003015,curve_left
autobot04_1574103171_83436012.jpg,1574103171.083436,-0.0943329011066819,0.016102683366799053,curve_left
autobot04_1574103171_117800951.jpg,1574103171.117801,-0.09754422760192466,0.012303198673048762,curve_left
autobot04_1574103171_158519983.jpg,1574103171.15852,-0.10275260999405796,0.015236933850738297,curve_left
autobot04_1574103171_183880090.jpg,1574103171.18388,-0.10367712783824601,0.016550833617317906,curve_left
autobot04_1574103171_216125965.jpg,1574103171.216126,-0.10531533124523812,0.005053922254467959,curve_left
autobot04_1574103171_249758958.jpg,1574103171.249759,-0.10588875153254176,6.964783436943889e-05,curve_left
autobot04_1574103171_283556938.jpg,1574103171.283557,-0.10527078403453288,-0.05641959425175986,curve_left
autobot04_1574103172_248675107.jpg,1574103172.248675,-0.188,0,asphalt
autobot04_1574103172_268105030.jpg,1574103172.268105,-0.188,0,asphalt
autobot04_1574103172_287264108.jpg,1574103172.287264,-0.188,0,asphalt
autobot04_1574103172_300662040.jpg,1574103172.300662,-0.188,0,asphalt
autobot04_1574103172_321197986.jpg,1574103172.321198,-0.188,0,asphalt
autobot04_1574103172_351445913.jpg,1574103172.351446,-0.188,0,asphalt
autobot04_1574103172_385200023.jpg,1574103172.3852,-0.188,0,asphalt
autobot04_1574103172_416176080.jpg,1574103172.416176,-0.188,0,asphalt
autobot04_1574103172_449151039.jpg,1574103172.449151,-0.188,0,asphalt
autobot04_1574103172_483849048.jpg,1574103172.483849,-0.188,0,asphalt
autobot04_1574103172_517018079.jpg,1574103172.517018,-0.188,0,asphalt
autobot04_1574103172_548737049.jpg,1574103172.548737,-0.188,0,asphalt
autobot04_1574103172_582494020.jpg,1574103172.582494,-0.188,0,asphalt
autobot04_1574103172_616111993.jpg,1574103172.616112,-0.188,0,asphalt
autobot04_1574103172_649677991.jpg,1574103172.649678,-0.188,0,asphalt
autobot04_1574103172_684315919.jpg,1574103172.684316,-0.188,0,asphalt
autobot04_1574103172_715992927.jpg,1574103172.715993,-0.188,0,asphalt
autobot04_1574103172_748863935.jpg,1574103172.748864,-0.188,0,asphalt
autobot04_1574103172_785543918.jpg,1574103172.785544,-0.188,0,asphalt
autobot04_1574103172_815423965.jpg,1574103172.815424,-0.188,0,asphalt
autobot04_1574103172_854382991.jpg,1574103172.854383,-0.188,0,asphalt
autobot04_1574103172_883672952.jpg,1574103172.883673,-0.188,0,asphalt
autobot04_1574103172_916759967.jpg,1574103172.91676,-0.188,0,asphalt
autobot04_1574103172_948607921.jpg,1574103172.948608,-0.188,0,asphalt
autobot04_1574103172_982997894.jpg,1574103172.982998,-0.188,0,asphalt
autobot04_1574103173_16273021.jpg,1574103173.016273,-0.188,0,asphalt
autobot04_1574103173_48808097.jpg,1574103173.048808,-0.188,0,asphalt
autobot04_1574103173_84196090.jpg,1574103173.084196,-0.188,0,asphalt
autobot04_1574103173_116275072.jpg,1574103173.116275,-0.188,0,asphalt
autobot04_1574103173_148274898.jpg,1574103173.148275,-0.188,0,asphalt
autobot04_1574103173_183201074.jpg,1574103173.183201,-0.188,0,asphalt
autobot04_1574103173_215595960.jpg,1574103173.215596,-0.188,0,asphalt
autobot04_1574103173_248483896.jpg,1574103173.248484,-0.188,0,asphalt
autobot04_1574103173_288212060.jpg,1574103173.288212,-0.188,0,asphalt
autobot04_1574103173_315831899.jpg,1574103173.315832,-0.188,0,asphalt
autobot04_1574103173_352106094.jpg,1574103173.352106,-0.188,0,asphalt
autobot04_1574103173_381828069.jpg,1574103173.381828,-0.188,0,asphalt
autobot04_1574103173_417460918.jpg,1574103173.417461,-0.188,0,asphalt
autobot04_1574103173_448724985.jpg,1574103173.448725,-0.188,0,asphalt
autobot04_1574103173_483187913.jpg,1574103173.483188,-0.188,0,asphalt
autobot04_1574103173_516100883.jpg,1574103173.516101,-0.188,0,asphalt
autobot04_1574103173_548296928.jpg,1574103173.548297,-0.188,0,asphalt
autobot04_1574103173_581491947.jpg,1574103173.581492,-0.188,0,asphalt
autobot04_1574103173_616281986.jpg,1574103173.616282,-0.188,0,asphalt
autobot04_1574103173_648159980.jpg,1574103173.64816,-0.188,0,asphalt
autobot04_1574103173_684770107.jpg,1574103173.68477,-0.188,0,asphalt
autobot04_1574103173_716559886.jpg,1574103173.71656,-0.188,0,asphalt
autobot04_1574103173_748652935.jpg,1574103173.748653,-0.188,0,asphalt
autobot04_1574103173_781142950.jpg,1574103173.781143,-0.188,0,asphalt
autobot04_1574103173_814596891.jpg,1574103173.814597,-0.188,0,asphalt
autobot04_1574103173_853096008.jpg,1574103173.853096,-0.188,0,asphalt
autobot04_1574103173_882404088.jpg,1574103173.882404,-0.188,0,asphalt
autobot04_1574103173_914567947.jpg,1574103173.914568,-0.188,0,asphalt
autobot04_1574103173_947923898.jpg,1574103173.947924,-0.188,0,asphalt
autobot04_1574103173_981178045.jpg,1574103173.981178,-0.188,0,asphalt
autobot04_1574103174_17290115.jpg,1574103174.01729,-0.188,0,asphalt
autobot04_1574103174_47521114.jpg,1574103174.047521,-0.188,0,asphalt
autobot04_1574103174_83189010.jpg,1574103174.083189,-0.188,0,asphalt
autobot04_1574103174_121646881.jpg,1574103174.121647,-0.188,0,asphalt
autobot04_1574103174_152771949.jpg,1574103174.152772,-0.188,0,asphalt
autobot04_1574103174_182674884.jpg,1574103174.182675,-0.188,0,asphalt
autobot04_1574103174_216746091.jpg,1574103174.216746,-0.188,0,asphalt
autobot04_1574103174_248667001.jpg,1574103174.248667,-0.188,0,asphalt
autobot04_1574103174_282598972.jpg,1574103174.282599,-0.188,0,asphalt
autobot04_1574103174_314843893.jpg,1574103174.314844,-0.188,0,asphalt
autobot04_1574103174_349550008.jpg,1574103174.34955,-0.188,0,asphalt
autobot04_1574103174_380734920.jpg,1574103174.380735,-0.188,0,asphalt
autobot04_1574103174_415596008.jpg,1574103174.415596,-0.188,0,asphalt
autobot04_1574103174_448232889.jpg,1574103174.448233,-0.188,0,asphalt
autobot04_1574103174_482187986.jpg,1574103174.482188,-0.188,0,asphalt
autobot04_1574103174_515933990.jpg,1574103174.515934,-0.188,0,asphalt
autobot04_1574103174_547338008.jpg,1574103174.547338,-0.188,0,asphalt
autobot04_1574103174_582446098.jpg,1574103174.582446,-0.188,0,asphalt
autobot04_1574103174_619822978.jpg,1574103174.619823,-0.188,0,asphalt
autobot04_1574103174_652425050.jpg,1574103174.652425,-0.188,0,asphalt
autobot04_1574103174_684623003.jpg,1574103174.684623,-0.188,0,asphalt
autobot04_1574103174_715298891.jpg,1574103174.715299,-0.188,0,asphalt
autobot04_1574103174_747140884.jpg,1574103174.747141,-0.188,0,asphalt
autobot04_1574103174_780823945.jpg,1574103174.780824,-0.188,0,asphalt
autobot04_1574103174_814327001.jpg,1574103174.814327,0.7132081370662006,-1.2554133754408032,straight
autobot04_1574103174_850421905.jpg,1574103174.850422,0.6968352302799534,-1.2996754802647268,straight
autobot04_1574103174_881913900.jpg,1574103174.881914,0.6627133087143467,-1.435504508968646,straight
autobot04_1574103174_914798021.jpg,1574103174.914798,0.6513473347499757,-1.4820190597566014,straight
autobot04_1574103174_949547052.jpg,1574103174.949547,-0.183933375410084,1.5090553165653962,straight
autobot04_1574103174_980427026.jpg,1574103174.980427,-0.17582158731208283,1.4627067976464223,straight
autobot04_1574103175_17132043.jpg,1574103175.017132,-0.1524506288929575,1.3064796666752783,straight
autobot04_1574103175_48086881.jpg,1574103175.048087,-0.1456460162153708,1.2596406861526177,straight
autobot04_1574103175_81922054.jpg,1574103175.081922,-0.1267854406242864,1.1087270408381056,straight
autobot04_1574103175_114265918.jpg,1574103175.114266,-0.12099561088251029,1.0602639908948395,straight
autobot04_1574103175_149636030.jpg,1574103175.149636,-0.10279487505435433,0.9029902480551271,straight
autobot04_1574103175_184367895.jpg,1574103175.184368,-0.09651093656715812,0.8490710516099649,straight
autobot04_1574103175_223959922.jpg,1574103175.22396,-0.08511604592171726,0.6958590388721774,straight
autobot04_1574103175_248383998.jpg,1574103175.248384,-0.08311839118005235,0.6611209645585227,straight
autobot04_1574103175_285877943.jpg,1574103175.285878,-0.07665893321251424,0.5291934311205218,straight
autobot04_1574103175_314527034.jpg,1574103175.314527,-0.07549328135992653,0.49387242128148845,straight
autobot04_1574103175_354953050.jpg,1574103175.354953,-0.07197345526894225,0.37924110287888446,straight
autobot04_1574103175_381342887.jpg,1574103175.381343,-0.0715897198906669,0.351884243039895,straight
autobot04_1574103175_415651082.jpg,1574103175.415651,-0.07229822406451672,0.3057838479861925,straight
autobot04_1574103175_448363065.jpg,1574103175.448363,-0.07282206427526586,0.2951533163901436,straight
autobot04_1574103175_481942892.jpg,1574103175.481943,-0.07385622411804124,0.2641469419794582,curve_left
autobot04_1574103175_515625000.jpg,1574103175.515625,-0.07437176710179139,0.2520814195476083,curve_left
autobot04_1574103175_547911882.jpg,1574103175.547912,-0.0766950760814222,0.22586798367173763,curve_left
autobot04_1574103175_581048011.jpg,1574103175.581048,-0.0776488335482286,0.21778905422075287,curve_left
autobot04_1574103175_617036104.jpg,1574103175.617036,-0.0799528489188493,0.1977539687045829,curve_left
autobot04_1574103175_648032903.jpg,1574103175.648033,-0.08069950303650766,0.1920711618651103,curve_left
autobot04_1574103175_683269023.jpg,1574103175.683269,-0.08219416902348706,0.18239506216213636,curve_left
autobot04_1574103175_713493108.jpg,1574103175.713493,-0.08260484349213718,0.18013446970592362,curve_left
autobot04_1574103175_747450113.jpg,1574103175.74745,-0.0837936051636322,0.1810077447641632,curve_left
autobot04_1574103175_781510114.jpg,1574103175.78151,-0.08415905938319948,0.1820088474708212,curve_left
autobot04_1574103175_814804077.jpg,1574103175.814804,-0.08422968558014494,0.19033355070970534,curve_left
autobot04_1574103175_848392009.jpg,1574103175.848392,-0.0841242884821548,0.19353871835742845,curve_left
autobot04_1574103175_881742000.jpg,1574103175.881742,-0.08222493956264916,0.20599636309219357,curve_left
autobot04_1574103175_913655996.jpg,1574103175.913656,-0.08143802007786156,0.21016611608653132,curve_left
autobot04_1574103175_947094917.jpg,1574103175.947095,-0.07900088749901493,0.22432441646352186,curve_left
autobot04_1574103175_980011940.jpg,1574103175.980012,-0.07812089170383149,0.22905828487860957,curve_left
autobot04_1574103176_14729976.jpg,1574103176.01473,-0.07521032181756049,0.2508765262658567,curve_left
autobot04_1574103176_49200057.jpg,1574103176.0492,-0.07408239408342226,0.2588905264698493,curve_left
autobot04_1574103176_82515001.jpg,1574103176.082515,-0.07028456719018361,0.28639218594682014,curve_left
autobot04_1574103176_117470979.jpg,1574103176.117471,-0.0687732966119654,0.29631721430157665,curve_left
autobot04_1574103176_148288011.jpg,1574103176.148288,-0.06358060127764689,0.32156141495483087,curve_left
autobot04_1574103176_183723926.jpg,1574103176.183724,-0.06146714977465023,0.3305546228003178,curve_left
autobot04_1574103176_213216066.jpg,1574103176.213216,-0.05445549080040826,0.3552599769932309,curve_left
autobot04_1574103176_249687910.jpg,1574103176.249688,-0.051532100965601214,0.36461883425104047,curve_left
autobot04_1574103176_281692028.jpg,1574103176.281692,-0.041322797884408534,0.39306976144905204,curve_left
autobot04_1574103176_313220977.jpg,1574103176.313221,-0.03775934482115985,0.4023417396775562,curve_left
autobot04_1574103176_349529027.jpg,1574103176.349529,-0.028176304232461664,0.438126543161886,curve_left
autobot04_1574103176_379821062.jpg,1574103176.379821,-0.025354948339347302,0.4490627884485657,curve_left
autobot04_1574103176_415537118.jpg,1574103176.415537,-0.01279853924193002,0.4887520791731468,curve_left
autobot04_1574103176_447207927.jpg,1574103176.447208,-0.00854103440217813,0.5012616053470156,curve_left
autobot04_1574103176_481136083.jpg,1574103176.481136,0.006959054455085189,0.5382688429351348,curve_left
autobot04_1574103176_514797925.jpg,1574103176.514798,0.012695987178562011,0.5504485886254197,curve_left
autobot04_1574103176_547326087.jpg,1574103176.547326,0.027628093176578484,0.5817440461531146,curve_left
autobot04_1574103176_579911947.jpg,1574103176.579912,0.03252584141604703,0.5916452469432328,curve_left
autobot04_1574103176_613939046.jpg,1574103176.613939,0.04770593602681683,0.596699148670872,curve_left
autobot04_1574103176_647998094.jpg,1574103176.647998,0.05282051075874854,0.596125438342432,curve_left
autobot04_1574103176_684827089.jpg,1574103176.684827,0.0654871047384295,0.5655039862217017,curve_left
autobot04_1574103176_713116884.jpg,1574103176.713117,0.0686591548195699,0.5552223522329209,curve_left
autobot04_1574103176_746773004.jpg,1574103176.746773,0.07488932433770279,0.515104580224754,curve_left
autobot04_1574103176_786807060.jpg,1574103176.786807,0.07656727748787016,0.49859264801729314,curve_left
autobot04_1574103176_816750049.jpg,1574103176.81675,0.08826569110488738,0.4386505914770852,curve_left
autobot04_1574103176_848465919.jpg,1574103176.848466,0.09209316969836297,0.4175003765367847,curve_left
autobot04_1574103176_883660078.jpg,1574103176.88366,0.10581561619101384,0.31128841101263266,curve_left
autobot04_1574103176_913093090.jpg,1574103176.913093,0.10933087221189997,0.27767546737213344,curve_left
autobot04_1574103176_947084903.jpg,1574103176.947085,0.12073654438179487,0.20385020000275192,curve_left
autobot04_1574103176_981255054.jpg,1574103176.981255,0.12424565699676869,0.1819390948306245,curve_left
autobot04_1574103177_16387939.jpg,1574103177.016388,0.13214602244212997,0.13454297898605094,curve_left
autobot04_1574103177_46442985.jpg,1574103177.046443,0.13414637184232456,0.1216065301355297,curve_left
autobot04_1574103177_82242012.jpg,1574103177.082242,0.14032945828042365,0.07095337348912871,curve_left
autobot04_1574103177_116132974.jpg,1574103177.116133,0.14205529442915885,0.053513725859252494,curve_left
autobot04_1574103177_149616003.jpg,1574103177.149616,0.14575711871516944,-0.007585159147059048,curve_left
autobot04_1574103177_181489944.jpg,1574103177.18149,0.14648401051379503,-0.027760869334453767,curve_left
autobot04_1574103177_215446949.jpg,1574103177.215447,0.14728659618263623,-0.09012046688439333,curve_left
autobot04_1574103177_248718023.jpg,1574103177.248718,0.14711393063301775,-0.11061206646246963,curve_left
autobot04_1574103177_291619062.jpg,1574103177.291619,0.14527401539116572,-0.17784253304948128,curve_left
autobot04_1574103177_312995910.jpg,1574103177.312996,0.14466736332027408,-0.19088413907128118,curve_left
autobot04_1574103177_349606037.jpg,1574103177.349606,0.1397543320468009,-0.20659411291261165,straight
autobot04_1574103177_380043029.jpg,1574103177.380043,0.13815840006471472,-0.21002932686694242,straight
autobot04_1574103177_413079977.jpg,1574103177.41308,0.13102899977151442,-0.22143011665482293,straight
autobot04_1574103177_445859909.jpg,1574103177.44586,0.12847748527138883,-0.22518899562481828,straight
autobot04_1574103177_480654001.jpg,1574103177.480654,0.11965556600283936,-0.2350867363780216,straight
autobot04_1574103177_515916109.jpg,1574103177.515916,0.11645959147223486,-0.23836928423799159,straight
autobot04_1574103177_545794010.jpg,1574103177.545794,0.09964059380850479,-0.2383077322571412,straight
autobot04_1574103177_580876111.jpg,1574103177.580876,0.09290037233789608,-0.23756281205028393,straight
autobot04_1574103177_613262891.jpg,1574103177.613263,0.08181794363769093,-0.2102149250757266,straight
